,utterance,is_grammatical,labels,note
1621141,"[CHI] napkin, Dee Dee.",1,,
1621144,[CHI] I will get Mama's napkins there.,1,,
1621145,[CHI] mhm.,1,,
1621146,[CHI] yummy.,1,,
1621147,[CHI] you on the table.,0,,
1621148,[CHI] Daddy.,1,,
1621149,[CAR] what's?,,,
1621151,[CHI] fix it.,1,,
1621153,[CHI] come on.,1,,
1621154,[CHI] there.,1,,
1621155,[CHI] there.,1,,
1621156,[CAR] oh.,,,
1621157,[CHI] that.,1,,
1621159,[CAR] excuse me.,,,
1621160,[CAR] bah.,,,
1621161,[CHI] in there.,1,,
1621162,[OTH] nose again.,,,
1621163,[CAR] okay.,,,
1621164,[CAR] I'm going to make a list.,,,
1621165,[CHI] he ran.,1,,
1621166,[CAR] I got fifteen things I have to do today.,,,
1621173,[CHI] let me go we're going to go shop.,0,,
1621174,[CAR] ah we might.,,,
1621175,[CAR] I doubt it.,,,
1621176,[CHI] no.,1,,
1621177,[CHI] we go shopping.,1,,
1621178,[OTH] where were we?,,,
1621179,[OTH] a weeks vacation in Santa Barbara.,,,
1621180,[CAR] mhm wouldn't that be nice?,,,
1621181,[CAR] at the Santa Barbara Belmour Hotel.,,,
1621182,[CAR] swimming and eating and the sun.,,,
1621188,[OTH] God has Laura.,,,
1621189,[OTH] I'm going to put.,,,
1621190,[CAR] Laura.,,,
1621191,[CAR] do not eat crayon.,,,
1621192,[CAR] that's really all we need.,,,
1621193,[OTH] is it a thick?,,,
1621194,[CAR] not a dessert.,,,
1621195,[CHI] where are my shoes?,1,,
1621197,[CAR] that's your fork.,,,
1621198,[CHI] no.,1,,
1621199,[CHI] not your fork.,1,,
1621200,[CAR] no.,,,
1621201,[CAR] it's your fork.,,,
1621205,[CHI] how many?,1,,
