,utterance,is_grammatical,labels,note
4263921,[CHI] uhhuh.,1,,
4263922,[CHI] that Mrs Potato.,0,,
4263923,[CAR] should we have them hold hands when they go on the airplane?,,,
4263924,[CHI] uhoh hat fell off.,0,,
4263925,[CAR] hat fell off.,,,
4263926,[CAR] can she wear the sunglasses today?,,,
4263927,[CHI] yeah.,1,,
4263928,[CAR] okay.,,,
4263929,[CHI] have bring a flower.,0,,
4263930,[CHI] have to bring a flower.,0,,
4263931,[CAR] she has to bring a flower.,,,
4263932,[CHI] man.,1,,
4263933,[CAR] which one's the man and which one's the lady?,,,
4263934,[CAR] that's the man and that's the lady?,,,
4263935,[CHI] yeah.,1,,
4263936,[CAR] yeah.,,,
4263937,[CHI] now put the hat on.,1,,
4263938,[CAR] should we pretend they're the mommys or the grandma and grandpa?,,,
4263939,[CHI] a grandpa.,1,,
4263940,[CAR] grandma and grandpa.,,,
4263941,[CHI] yeah.,1,,
4263942,[CAR] and you know what?,,,
4263943,[CHI] what?,1,,
4263944,[CAR] look over here.,,,
4263945,[CAR] we could use those other people.,,,
4263946,[CAR] and they could be passengers on the plane too.,,,
4263947,[CAR] do you want to put those other people on the plane with Mr and Mrs Potato Head?,,,
4263948,[CAR] do you want some help?,,,
4263949,[CAR] there we go.,,,
4263950,[CAR] perfect.,,,
4263951,[CHI] need some.,0,,
4263952,[CHI] what that?,0,,
4263953,[CAR] you know what this is?,,,
4263954,[CAR] do you remember once when we were at the store and we saw somebody wearing one of these?,,,
4263955,[CHI] yeah.,1,,
4263956,[CAR] what.,,,
4263957,[CHI] puppy Paul.,1,,
4263958,[CAR] puppy Paul had one?,,,
4263959,[CAR] what do we call it?,,,
4263960,[CHI] no.,1,,
4263961,[CAR] is it fuzzy or smooth?,,,
4263962,[CHI] smooth.,1,,
4263963,[CAR] it's a mustache.,,,
4263964,[CHI] it's a mustache.,1,,
4263965,[CAR] and do men have mustaches or ladys?,,,
4263966,[CHI] ladys.,1,,
4263967,[CAR] some ladys.,,,
4263968,[CAR] but we don't think that's pretty funny.,,,
4263969,[CAR] there you go.,,,
4263970,[CHI] and a hat.,1,,
4263972,[CAR] oh good.,,,
4263973,[CAR] where do you think this flower goes?,,,
4263974,[CHI] right right in here.,1,,
4263975,[CAR] oh in the pocket in the back?,,,
4263976,[CAR] okay.,,,
4263977,[CAR] terrific.,,,
4263978,[CAR] do you think we should have them ride the horse on the airplane?,1,,
4263979,[CAR] there's a horse.,,,
4263980,[CHI] I I don't have a horse.,1,,
