,utterance,is_grammatical,labels,note
3328512,"[CAR] it's not hot, Eleanor.",,,
3328513,[CHI] one.,1,,
3328514,[CHI] two.,1,,
3328515,[CHI] that one my shoe.,0,,
3328516,[CHI] Eleanor.,1,,
3328518,[CHI] knock on that door.,0,,
3328519,[CHI] in the floor.,1,,
3328520,[CHI] Mum?,1,,
3328521,[CHI] Eleanor.,1,,
3328522,[CHI] yeah.,1,,
3328523,[CAR] let's see.,,,
3328524,[CAR] ah ah.,,,
3328525,[CHI] right.,1,,
3328526,[CHI] I'm going out.,1,,
3328527,[CAR] stand up straight.,,,
3328528,[CAR] who puts your overall on for you?,,,
3328529,[CHI] Dada.,1,,
3328530,[CAR] no.,,,
3328531,[CAR] your overalls for school.,,,
3328532,[CAR] who puts that on for you?,,,
3328533,[CHI] Mrs Mrs Grace.,1,,
3328534,[CAR] and do you say thank you?,,,
3328535,[CAR] turn this way.,,,
3328536,[CAR] go and show Dada your dress.,,,
3328537,[CHI] is he upstairss?,1,,
3328538,[CAR] yeah.,,,
3328539,[CHI] oh.,1,,
3328540,[CAR] no.,,,
3328541,[CAR] no.,,,
3328542,[CAR] no.,,,
3328543,[CAR] actually just wait till he comes down because I think he's on the toilet.,,,
3328544,[CHI] no.,1,,
3328545,[CAR] Eleanor.,,,
3328546,[CAR] Winnie the pooh's upset.,,,
3328547,[CAR] and what we'll do.,,,
3328548,[CAR] I'll take my shoes off.,,,
3328549,[CAR] was all were all the children nice to you?,,,
3328550,[CHI] no.,1,,
3328551,[CAR] no?,,,
3328552,[CAR] why?,,,
3328553,"[CAR] who wasn't nice to you, darling?",,,
3328554,[CHI] it's not Daniel.,1,,
3328555,[CHI] she's gone on holidays.,1,,
3328556,[CAR] she's gone on holiday as well?,,,
3328557,[CHI] yeah.,1,,
3328558,[CAR] where has she gone?,,,
3328559,[CHI] yeah.,1,,
3328560,[CAR] where's she gone?,,,
3328561,[CHI] to Cyprus.,1,,
3328562,[CAR] to?,,,
3328563,[CHI] no.,1,,
3328564,[CHI] to America.,1,,
3328565,[CAR] how do you know?,,,
3328566,[CHI] no.,1,,
3328567,[CHI] she's gone to America.,1,,
3328568,[CAR] yeah.,,,
3328569,[CAR] who told you?,,,
3328570,[CHI] I don't know.,1,,
3328571,[CAR] no.,,,
3328572,[CAR] but you but how do you know she's gone to America?,1,,
3328573,[CHI] Mrs Mrs Grace.,1,,
3328574,[CAR] did she say she'd gone to America?,,,
3328575,[CAR] she's a lucky girl isn't she?,,,
3328576,[CHI] who?,1,,
3328577,[CHI] Daniel?,1,,
3328579,[CHI] I'm sitting in a chair.,1,,
3328580,[CHI] I might break it won't I?,1,,
3328581,[CHI] no.,1,,
3328582,[CHI] I'm too big.,1,,
3328583,[CHI] I'm too big aren't I?,1,,
3328584,[CHI] I'm too big.,1,,
3328585,[CAR] you are too big.,,,
3328586,[CAR] so you had a nice lunch then?,,,
3328587,[CHI] yes.,1,,
3328588,[CAR] you had potato smiley faces and beans.,,,
3328589,[CAR] what else did you have?,,,
3328591,[CHI] but there was a wiggly worm.,1,,
3328592,[CAR] wiggly worm?,,,
3328593,[CHI] on my plate.,1,,
3328594,[CAR] there wasn't.,,,
3328595,[CHI] yeah.,1,,
3328596,[CAR] who took it off?,,,
3328598,"[CAR] there was no wiggly worm, darling.",,,
3328599,[CHI] yeah.,1,,
3328600,[CAR] Eleanor.,,,
3328601,[CHI] there was.,1,,
3328602,[CAR] stop making stories up.,,,
3328603,[CHI] there is.,1,,
3328604,[CAR] and what about.,,,
3328605,[CAR] what else did you have with your smiley faces?,,,
3328606,[CAR] nothing else?,,,
3328607,[CHI] no.,1,,
3328608,[CAR] just smiley faces?,,,
3328609,[CHI] no.,1,,
3328610,[CHI] sausage roll.,1,,
3328611,[CAR] vegetarian sausage roll?,,,
3328613,[CHI] I wanna have two socks on.,1,,
3328614,[CHI] can I have one?,1,,
3328615,[CHI] yes.,1,,
3328616,"[CHI] you've had them, Grandma.",1,,
3328617,[CHI] I said you got a mat.,1,,
3328618,[CHI] I said little baby and they run away.,0,,
3328619,[CAR] that girl was nice.,,,
3328620,[CAR] she was holding your hand.,,,
3328621,[CAR] when you walked down the hill didn't you?,,,
3328622,[CAR] when you came out of lunch.,,,
3328623,[CAR] did she sit next to you?,,,
3328624,[CAR] you know when you sit next to children in lunch at lunchtime?,,,
3328625,[CAR] you should say what's your name?,,,
3328626,[CAR] so then you know their names don't you?,,,
3328628,[CHI] no.,1,,
3328629,[CHI] get out.,1,,
3328630,[CHI] out.,1,,
3328631,[CHI] give me a.,1,,
3328632,[CHI] out said the little Grandma.,1,,
3328633,[CAR] I've said the Grandma?,,,
3328634,[CHI] out said the little baby one.,1,,
3328635,[CHI] I like Postman pat.,1,,
3328637,[CAR] look.,,,
3328638,[CAR] your top.,,,
3328639,[CAR] it's very dirty.,,,
3328640,"[CAR] how did you get strawberries on there, pumpkin?",,,
3328642,[CAR] no strawberries on your uniform.,,,
3328644,[CHI] wanna.,0,,
3328645,[CAR] tell me what else you did as well.,,,
3328646,[CAR] because I missed you today.,,,
3328647,[CHI] no.,1,,
3328648,[CAR] you know I went to my exercise class today.,,,
3328649,[CHI] are you tired?,1,,
