,utterance,is_grammatical,labels,note
3805868,[CAR] there we go.,,,
3805869,[CAR] oh that's a good one.,,,
3805870,[CAR] a lovely pink flower.,,,
3805871,[CAR] this side.,,,
3805872,[CAR] press again.,,,
3805873,[CAR] oh yeah.,,,
3805874,[CAR] there we go.,,,
3805875,[CAR] and that side.,,,
3805876,[CAR] go.,,,
3805877,[CAR] stop.,,,
3805878,[CAR] there we are.,,,
3805879,[CAR] oh that's a pretty picture.,,,
3805881,[CAR] isn't it?,,,
3805882,[CHI] yes.,1,,
3805883,[CAR] shall we draw some little blue birdies there?,,,
3805884,[CHI] yeah.,1,,
3805885,[CAR] looking at it.,,,
3805886,[CHI] can we have bird?,0,,
3805887,[CAR] yeah.,,,
3805888,[CHI] that's not how you make a bird.,1,,
3805889,[CAR] there ya are.,,,
3805890,[CAR] that's their wings.,,,
3805891,[CAR] they're flying in the sky.,,,
3805892,[CHI] I want to make it.,1,,
3805893,[CAR] shall we do a sunshine in the corner?,,,
3805894,[CHI] yeah.,1,,
3805895,[CHI] that one's really rubbish isn't it?,1,,
3805896,[CAR] no.,,,
3805897,[CHI] it is.,1,,
3805898,[CAR] oh what the the pen?,,,
3805899,[CHI] no that one.,1,,
3805900,[CAR] or the picture?,,,
3805901,[CAR] what this pen?,,,
3805902,[CHI] yeah.,1,,
3805903,[CHI] yeah.,1,,
3805904,[CAR] this glitter pen?,,,
3805905,[CAR] maybe it's because it's blocked up.,,,
3805906,[CAR] lets see.,,,
3805907,[CAR] I think it might have dried up this one?,,,
3805908,[CAR] oh watch your sleeves.,,,
3805909,[CAR] see this is what happens when you don't look after things.,,,
3805910,[CHI] they're not mine.,1,,
3805911,[CAR] they are yours.,,,
3805912,[CHI] they're Daniel.,1,,
3805913,[CAR] they're not.,,,
3805914,[CAR] Grandma bought them for you and Daniel to play with.,,,
3805915,[CHI] no they're for Daniel.,1,,
3805916,[CAR] they're not.,,,
3805917,[CHI] they are.,1,,
3805918,"[CHI] they are, Mum.",1,,
3805919,[CAR] oh it's blocked up that one.,,,
3805920,[CAR] it needs throwing in the bin.,,,
3805921,[CHI] I know it's rubbish.,1,,
3805922,[CAR] yeah.,,,
3805923,[CAR] well that's a nice picture anyway.,,,
3805924,[CAR] maybe we could draw a sun.,,,
3805925,[CHI] yeah.,1,,
3805926,[CHI] because a sun's nice.,1,,
3805927,[CHI] do you have to color it in?,1,,
3805928,[CHI] oops.,1,,
3805929,[CHI] my hair's in the way.,1,,
3805930,[CHI] look I've got a lid.,1,,
3805931,[CHI] some something's something's lid.,1,,
3805932,[CHI] something's lid.,1,,
3805933,[CHI] is this is this his lid?,1,,
3805934,[CHI] is this his lid?,1,,
3805935,[CAR] yes.,,,
3805936,[CAR] pink one.,,,
3805937,[CHI] but it's.,1,,
3805938,[CHI] look at the color.,1,,
3805939,[CAR] yeah.,,,
3805940,[CAR] that looks a little bit purpley but the lids a little bit pinkish.,,,
3805941,[CAR] but it is the right lid.,,,
3805942,[CAR] and that's the sunshine.,,,
3805943,[CAR] what shall we draw at the bottom?,,,
3805944,[CAR] shall we draw a slug?,,,
3805945,[CHI] yeah.,1,,
3805946,[CAR] who's trying to eat the flowers.,,,
3805947,[CAR] oh.,,,
3805948,[CAR] ready?,,,
3805950,[CHI] slug.,1,,
3805951,[CAR] oops.,,,
3805952,[CAR] these crayons are a bit rubbish aren't they?,,,
3805953,[CHI] yeah.,1,,
3805955,[CHI] slug.,1,,
3805957,[CAR] big fat slug.,,,
3805959,[CHI] slugs.,1,,
3805960,[CHI] I don't we don't like slugs do we?,1,,
3805961,[CAR] no.,,,
3805962,[CHI] no they're horrible aren't they?,1,,
3805963,[CAR] yeah.,,,
3805964,[CAR] let's draw a snail.,,,
3805965,[CHI] we don't like snails do we?,1,,
3805966,"[CHI] we don't like snails do we, Mum?",1,,
3805967,[CHI] we don't.,1,,
3805968,[CHI] Mum?,1,,
3805969,[CAR] yeah?,,,
3805970,[CHI] we don't like snails do we?,1,,
3805971,[CAR] they're okay.,,,
3805972,[CAR] not really.,,,
3805973,[CHI] you are on my coat someone was sitting on.,0,,
