,utterance,is_grammatical,labels,note
543211,[CAR] that's not playing catch by the way this is playing baseball.,,,
543212,[CHI] baseball yes.,1,,
543213,[CAR] yes.,,,
543214,[CHI] I did it.,1,,
543215,[CAR] you did it.,,,
543217,[CAR] gentle William.,,,
543218,[CAR] mommy's right here.,,,
543219,[CAR] okay I'll catch.,,,
543220,[CAR] good throw William.,,,
543221,[CAR] you ready?,,,
543222,[CAR] wanna try again?,,,
543223,[CHI] yes.,1,,
543224,[CAR] okay.,,,
543225,[CHI] let's try again.,1,,
543226,[CAR] okay.,,,
543227,[CHI] catch mommy.,1,,
543228,[CAR] okay William.,,,
543229,[CAR] are you ready?,,,
543230,[CAR] keep your eye on the ball.,,,
543231,"[CAR] no no don't close your eye, watch the ball.",,,
543232,[CAR] watch the ball.,,,
543233,"[CAR] good job, William.",,,
543234,"[CAR] if you wanna hit it like that you can put it on this, stand right here.",,,
543235,[CHI] no.,1,,
543236,[CAR] you put the ball.,,,
543237,[CAR] okay.,,,
543238,"[CAR] you like the, you like it to be moving.",,,
543239,[CAR] you like more of a challenge.,,,
543240,[CAR] ready?,,,
543241,[CHI] yeah.,1,,
543244,"[CAR] William, what are you doing?",,,
543245,[CHI] I wanna see.,1,,
543246,[CAR] you wanna see?,,,
543247,[CHI] I wanna say hello.,1,,
543248,[CHI] I wanna say hello.,1,,
543249,[CAR] why don't ya stay out here and play with mommy?,,,
543250,[CHI] no.,1,,
543252,[CHI] mommy.,1,,
543253,[CAR] what's the matter William?,,,
543254,[CHI] I wanna say hello.,1,,
543255,[CAR] what sweetie?,,,
543257,[CAR] you wanna say hello?,,,
543258,[CHI] yes.,1,,
543259,[CAR] okay very briefly.,,,
543260,[CAR] okay?,,,
543261,[CHI] I wanna say hi.,1,,
543262,[CHI] hi.,1,,
543263,[CHI] hello.,1,,
543264,[CHI] hi.,1,,
543265,[CHI] come on go outside.,1,,
543266,[CHI] come on go outside.,1,,
543267,[CHI] comon go outside.,1,,
543268,[CHI] come on.,1,,
543269,"[OTH] but I can't, I have to stay here.",,,
543270,[OTH] you go play though.,,,
543271,[OTH] okay?,,,
543273,[CHI] come on.,1,,
543274,[CHI] come on Mommy.,1,,
543275,[CAR] okay.,,,
543276,[CAR] ready?,,,
543277,[CHI] yeah.,1,,
543278,[CAR] okay.,,,
543279,[CAR] let's go.,,,
543280,"[CAR] okay, ready?",,,
543281,[CHI] yes.,1,,
543282,[CAR] okay let's go.,,,
543283,[CHI] up.,1,,
543284,"[CHI] let's, let's go let's go.",1,,
543285,"[CAR] okay, let's go.",,,
543286,[CAR] wanna play basketball?,,,
543287,[CAR] let's play basketball!,,,
543288,[CHI] no.,1,,
543289,[CHI] no.,1,,
543290,[CAR] no?,,,
543291,"[CAR] I don't want to play with the, tennis ball.",,,
543292,[CAR] okay?,,,
543293,"[CAR] a wet, tennis ball.",,,
543294,[CAR] no.,,,
543295,"[CAR] William, I don't wanna play with that.",,,
543296,"[CAR] here, I'll play with this.",,,
543297,[CHI] let's play with this.,1,,
543298,"[CAR] let's play with this, okay.",,,
543299,[CAR] you ready?,,,
543300,[CHI] yes.,1,,
543301,[CAR] okay.,,,
543302,[CAR] oh good try.,,,
543303,[CAR] here I'll catch it.,,,
543304,[CAR] I'll catch it.,,,
543305,[CAR] oh.,,,
543306,[CAR] why don't ya throw it to mommy?,,,
543307,[CHI] what.,1,,
543308,[CAR] okay?,,,
543310,[CAR] get the white ball.,,,
543311,"[CHI] oh, okay.",1,,
543312,[CHI] I got it.,1,,
543313,[CAR] you got it!,,,
543314,[CAR] I got it now!,,,
543315,[CAR] are ya ready?,,,
543316,[CHI] yes.,1,,
543317,[CHI] I got it.,1,,
543318,[CAR] oh.,,,
543319,[CAR] pick it up and throw it to mommy.,,,
543320,[CAR] alright!,,,
543321,[CAR] yeah!,,,
543322,[CHI] I got William.,1,,
543323,[CAR] William.,,,
543324,[CAR] okay.,,,
543325,[CHI] catch.,1,,
543326,[CAR] ready?,,,
543327,[CAR] oh!,,,
543328,[CHI] thank you.,1,,
543329,[CAR] you're welcome.,,,
543330,[CAR] you okay?,,,
543331,[CHI] yes.,1,,
543332,[CAR] okay.,,,
543334,"[CAR] you have to, you wanna put your hood on?",,,
543335,[CHI] yes.,1,,
543336,[CAR] okay.,,,
543337,[CAR] is that better?,,,
543338,[CHI] yes.,1,,
543339,[CAR] whoops.,,,
543340,[CHI] catch Mommy.,1,,
543341,[CAR] okay William.,,,
543342,[CAR] are ya ready?,,,
543343,[CHI] yes.,1,,
543344,[CAR] keep your eye on the ball William.,,,
543345,[CHI] catch.,1,,
543346,[CAR] okay.,,,
543347,[CHI] no.,1,,
543348,[CHI] no.,1,,
543349,[CAR] ha!,,,
543350,[CHI] no no no.,1,,
543351,"[CAR] no, I got, I'm going to get it in the basket I'm going to get it.",,,
543352,[CHI] no.,1,,
543353,[CAR] ah yeah.,,,
543354,"[CAR] oh, I thought we were going to play basketball.",,,
543356,[CHI] no basketball.,1,,
543357,[CAR] no basketball right now?,,,
543358,[CHI] no basketball now.,1,,
543359,"[CAR] okay, okay.",,,
543360,[CHI] wanna go on the swings.,0,,
543361,[CAR] okay you wanna go on the swings?,,,
543362,[CHI] wanna sweep.,1,,
543363,"[CAR] that's far, yup.",,,
543364,[CHI] sweep.,1,,
