,utterance,is_grammatical,labels,note
716132,[CHI] ooh what this?,0,,
716133,[CAR] well you've put the wheelbarrow on the table.,,,
716134,[CAR] but you're going to have to move it.,,,
716135,[CAR] because I'm putting the cloth back now.,,,
716136,[CHI] Nin Nin.,1,,
716137,[CHI] what this?,0,,
716138,[CHI] what this?,0,,
716139,[CHI] Nin Nin.,1,,
716140,[CAR] yes.,,,
716141,[CHI] what this?,0,,
716142,[CAR] it's the wheelbarrow.,,,
716143,[CAR] can you say wheelbarrow?,,,
716144,[CAR] it's another name for truck isn't it?,,,
716145,[CAR] it's a barrow.,,,
716147,[CAR] but it has got one wheel on the front.,,,
716148,[CHI] what this?,0,,
716149,[CHI] truck.,1,,
716150,[CAR] it's a wheelbarrow.,,,
716152,[CAR] just put it on the floor just put it on the floor.,,,
716153,[CHI] no no no no no no no.,1,,
716154,[CAR] no.,,,
716155,[CAR] where's Mummy's cloth where's the green cloth Mummy was using a minute ago?,,,
716156,[CAR] oh here it is.,,,
716157,[CAR] now it has fallen off the table and everything has fallen on the floor.,,,
716158,[CAR] come on.,,,
716159,[CAR] why don't you put it on the floor?,,,
716160,[CHI] Nin Nin.,1,,
716161,[CHI] no no no no no.,1,,
716162,[CAR] no.,,,
716163,"[CAR] but, Thomas.",,,
716164,[CAR] Mummy's busy trying to get the table and chairs back together.,,,
716166,[CAR] no.,,,
716167,[CAR] we don't want it on the dining room table anymore.,,,
716169,[CAR] just a minute just a minute.,,,
716170,[CAR] wait.,,,
716171,[CAR] why do you wanna put it up there?,,,
716172,[CAR] what has happened to the helicopter?,,,
716173,[CAR] if you're putting all these toys in the wheelbarrow why don't you go and get the helicopter?,,,
716175,[CHI] Nin Nin.,1,,
716176,"[CAR] now Thomas, just wait.",,,
716177,[CAR] Mummy's trying to put the tablecloth back on the table.,,,
716178,[CAR] we've wiped the table and we've wiped the chairs.,,,
716179,[CAR] and now we've still got this to do.,,,
716180,[CAR] I think it's a bit silly putting a wheelbarrow on a table.,,,
716181,[CAR] wheelbarrows belong in the garden don't they?,,,
716182,[CAR] what else came with the wheelbarrow?,,,
716183,[CHI] trucks.,1,,
716184,[CAR] you got a little lawnmower as well didn't you?,,,
716185,[CAR] but we have put that outside because that makes a clickety clickety click sound when you're using it.,,,
716186,[CHI] trucks.,1,,
716187,"[CAR] Thomas, we don't want it on the table do we?",,,
716188,[CAR] no.,,,
716189,[CAR] it's making too much noise.,,,
716190,[CAR] I'm going to take it away.,,,
716192,[CAR] not on the table.,,,
716193,"[CAR] Thomas, listen.",,,
716194,[CAR] you can't see what's going up there because you're only little.,,,
716195,[CAR] look.,,,
716196,[CAR] put it on the floor.,,,
716197,[CAR] why don't you put it on your table?,,,
716198,[CAR] well I'm going to take the wheelbarrow and.,,,
716199,[CHI] no.,1,,
716200,[CAR] oh dear.,,,
716201,[CHI] no no.,1,,
716202,[CAR] look.,,,
716203,[CAR] did these come with the wheelbarrow?,,,
716204,[CAR] a nice bucket and some flowerpots.,,,
716205,"[CAR] and where's the watering can, Thomas?",,,
716206,[CAR] look at these nice flowerpots.,,,
716207,[CAR] yellow pots.,,,
716208,[CAR] and a red pot.,,,
716209,[CAR] blue bucket.,,,
716210,[CAR] and there's the hoe.,,,
716211,[CAR] we use that to get the weeds out of the garden.,,,
716212,[CAR] and then there's a rake for raking up the grass.,,,
716213,[CAR] so Daddy has cut the grass with a lawnmower.,,,
716214,[CAR] or you can cut the grass now with your lawnmower can't you?,,,
716215,[CAR] and where's the yellow watering can?,,,
716216,[CHI] no-no.,1,,
716217,[CAR] oh here we are.,,,
716218,[CAR] it's a nice yellow watering can.,,,
716219,[CAR] I'm not quite sure what this is.,,,
716220,"[CAR] I'm sure there's a special name for this, Thomas.",,,
716221,[CAR] but it looks to me as if it's something.,,,
716222,[CHI] Bow.,1,,
716223,[CAR] be careful with Purdie.,,,
716224,[CHI] Bow.,1,,
716225,[CAR] it looks as if it's something you might push into the ground to make holes so that you can put either seeds or plants in the holes.,,,
716226,[CHI] Bow.,1,,
716227,[CHI] where Bow?,0,,
716228,[CAR] yes.,,,
716229,[CAR] where's Purdie?,,,
716231,[CAR] so that's a nice gardening set isn't it?,,,
716232,[CHI] mhm.,1,,
716233,[CAR] so you've already got some things upstairs in the bathroom haven't you?,,,
716234,[CAR] that's right.,,,
716235,[CAR] are you raking the carpet like you would rake the grass outside?,,,
716236,[CAR] what happens when we cut the grass?,,,
716237,[CAR] snip snip snip snip snip snip.,,,
716238,[CAR] because in the bathroom you've already got a watering can and a bucket.,,,
716239,[CAR] and a spade and a rake a spade and a fork but they're only very small aren't they?,,,
716240,[CAR] I suppose it's a trowel and a fork really.,,,
716241,[CHI] Nin Nin.,1,,
716242,[CAR] to put plants in the garden.,,,
716243,[CAR] yes.,,,
716244,"[CAR] that's a rake, Thomas.",,,
716245,[CHI] rake there.,0,,
716246,[CAR] a rake.,,,
716247,[CAR] Daddy and Granddad have rakes but theirs are big.,,,
716248,[CHI] what this?,0,,
716249,[CAR] that's a watering can.,,,
716250,[CAR] you fill it with water and then you go round and water the plants.,,,
716251,[CAR] because the plants and the flowers need water to grow don't they?,,,
716252,[CHI] what this?,0,,
716253,[CAR] they're flowerpots.,,,
716254,[CHI] mhm.,1,,
716255,[CAR] what color's the flowerpot?,,,
716256,[CHI] yellow.,1,,
716257,[CAR] yellow.,,,
716258,[CAR] it's the yellow flowerpot.,,,
716259,[CHI] po.,1,,
716260,[CHI] yellow.,1,,
716261,[CAR] another yellow flowerpot.,,,
716262,[CHI] po.,1,,
716263,[CAR] and a red flowerpot.,,,
716264,[CAR] that's three flowerpots.,,,
716265,[CHI] blue.,1,,
716266,[CAR] that's the blue bucket with the green handle.,,,
716267,[CHI] what that?,0,,
716268,"[CAR] have you seen these flowerpots, Thomas?",,,
716269,[CHI] no.,1,,
716270,[CAR] they're all different sizes that stack inside one another.,,,
716272,[CAR] excuse me.,,,
716274,[CAR] poor Mummy's sneezing because we've been out in the garden haven't we?,,,
716275,[CAR] I don't think you need to rake the fireguard do you?,,,
716276,"[CAR] and look at each pot, Thomas.",,,
716277,[CAR] they have stripes.,,,
716279,[CAR] and the gardener is outside cutting the grass isn't he?,,,
716280,[CAR] so that's not helping Mummy sneezing.,,,
716281,[CHI] hello.,1,,
