,utterance,is_grammatical,labels,note
1832908,[CAR] Halloween?,,,
1832909,[CHI] I angry in dem.,0,,
1832910,[CAR] you angry?,,,
1832911,[CHI] yeah I angry in that hat in Halloween.,0,,
1832912,[CAR] Halloween yeah.,,,
1832913,[CAR] did you get lots of candy?,,,
1832914,[CHI] yeah.,1,,
1832915,[CAR] did I help you eat it?,,,
1832916,[CHI] yep.,1,,
1832917,[CAR] yes I did!,,,
1832918,[CHI] you have one piece.,0,,
1832919,[CAR] I had one piece?,,,
1832920,[CHI] yeah.,1,,
1832921,[CAR] oh I had more than that.,,,
1832922,[CAR] I ate all the chocolate.,,,
1832923,[CAR] oh my goodness!,,,
1832924,[CAR] I was helping ya out though.,,,
1832925,[CHI] I have.,1,,
1832926,[CHI] I ah cut it!,1,,
1832927,[CHI] I have two!,1,,
1832928,[CAR] you have two?,,,
1832929,[CHI] I have two.,1,,
1832930,[CHI] have.,1,,
1832931,[CHI] be two.,0,,
1832932,[CAR] uhhuh.,,,
1832933,[CHI] is snowing.,0,,
1832934,[CAR] no nope.,,,
1832935,[CAR] would you please sit down?,,,
1832936,[CHI] yeah!,1,,
1832937,[CHI] yeah!,1,,
1832938,[CAR] no it's not snowing.,,,
1832939,[CAR] would you please sit down?,,,
1832940,[CHI] yes it is!,1,,
1832941,[CAR] it is snowing?,,,
1832942,[CHI] yeah.,1,,
1832944,[CHI] yeah I will.,1,,
1832945,[CAR] well I don't see it but maybe it is snowing.,,,
1832946,[CAR] would you sit down please?,,,
1832947,[CAR] thank you.,,,
1832948,[CAR] thank you.,,,
1832949,[CHI] look!,1,,
1832950,[CHI] I rocking.,0,,
