,utterance,is_grammatical,labels,note
1835473,[CAR] she was hitting the bird?,,,
1835474,[CHI] uhhuh.,1,,
1835475,[CAR] she did that?,,,
1835476,[CHI] uhhuh.,1,,
1835477,[CAR] oh that wasn't very nice.,,,
1835478,[CAR] then what did she do?,,,
1835479,[CHI] she cry.,0,,
1835480,[CAR] oh was she sorry?,,,
1835481,[CHI] uhhuh.,1,,
1835482,[CAR] then what did she do?,,,
1835483,[CHI] I don't know.,1,,
1835484,[CAR] let's turn.,,,
1835485,[CAR] what'd she what's she doing here?,,,
1835486,[CAR] what's she do for the bird?,,,
1835487,[CHI] house.,0,,
1835488,[CAR] she did what?,,,
1835489,[CHI] don't know!,1,,
1835490,[CAR] she did what house?,,,
1835491,[CHI] I don't know.,1,,
1835492,[CAR] she made the bird a house?,,,
1835493,[CHI] uhhuh.,1,,
1835494,[CAR] was he was he still cold?,,,
1835495,[CHI] uhhuh.,1,,
1835496,[CAR] why did he.,,,
1835497,[CAR] how does it make the birdie feel?,,,
1835498,[CHI] cold.,1,,
1835499,[CAR] the house.,,,
1835500,[CAR] how did the make how did the house make the birdie feel?,,,
1835501,[CHI] that made cold.,0,,
1835502,[CAR] oh.,,,
1835503,[CAR] it's cold on top?,,,
1835504,[CAR] did it make the birdie feel sad?,,,
1835505,[CHI] uhhuh.,1,,
1835506,[CAR] it did?,,,
1835507,[CAR] was he still cold?,,,
1835508,[CHI] huh yep.,1,,
1835509,[CAR] come here and tell me the rest of the story.,,,
1835510,[CAR] the birdie's sad now huh?,,,
1835511,[CAR] look here's another picture.,,,
1835512,[CAR] come see.,,,
1835513,[CHI] what that?,0,,
1835514,[CAR] what's Miffy going to do now?,,,
1835515,[CHI] go to bed.,0,,
